1.018425133426814400e+00,9.691254071095984912e+00,6.807314861880734647e+00,4.519819151687794800e+00,1.800150096416125667e+00,8.751195613574254129e-01,4.028340327064520388e+00
9.180676974867292284e-01,9.651802894367991215e+00,6.973772787203714074e+00,4.368219948509619144e+00,1.846086288423852695e+00,9.090164207087890746e-01,4.248198561341012258e+00
8.710809638697212254e-01,9.694650447440398722e+00,6.947185669079982695e+00,4.612368524260935132e+00,1.826165115150391927e+00,9.001830915991428927e-01,4.101014742685359593e+00
9.073339756097351660e-01,9.573519811801570967e+00,7.150388907860322441e+00,4.768036805781957099e+00,1.866316439435831365e+00,8.696397691557450349e-01,4.134879286161237566e+00
8.515784074644623391e-01,9.506836614538576313e+00,6.457462670382078329e+00,5.026950129973823955e+00,1.694571856480172833e+00,8.626210585187303881e-01,3.999380534881293414e+00
8.418569139264798773e-01,9.381402595596377125e+00,6.089176924783126665e+00,4.896651294302166058e+00,1.762268993890581559e+00,8.764112684004545795e-01,3.943745926747696640e+00
8.214576660438381861e-01,9.353459932734544680e+00,6.468383366410277446e+00,4.766051300881570363e+00,1.765163551623873950e+00,9.146888448991850051e-01,3.940895555119982241e+00
8.153270528559152241e-01,9.328816713453804255e+00,6.114599922724636372e+00,4.684502717074398248e+00,1.733921048515616903e+00,9.419207923835597462e-01,4.047210373678584716e+00
8.297586086244684855e-01,9.368965388550797968e+00,6.474974716225093907e+00,4.367993565933659283e+00,1.661623757212445263e+00,9.375735154568785035e-01,4.081065218052104981e+00
7.157794377709035816e-01,9.438521970875600076e+00,6.617137863645208284e+00,4.604908206068351717e+00,1.634767200220446526e+00,8.377296496258100911e-01,4.082171519939480575e+00
7.053739515437926766e-01,9.395690327907301409e+00,6.624789951079464778e+00,4.171905547609444653e+00,1.626431419755692165e+00,8.540798654357882880e-01,4.182032288971855749e+00
6.281983283229554127e-01,9.397789806951973191e+00,6.617339567764641828e+00,4.154045079894194359e+00,1.668596741699881703e+00,7.827625873263061029e-01,4.086890007073574971e+00
5.603676145897034111e-01,9.464891777614841573e+00,5.957324618677216854e+00,3.856738722952357090e+00,1.670996150219873133e+00,7.405146311735689713e-01,4.063115373041109812e+00
4.909664088805834603e-01,9.431792469856850047e+00,5.921294185580641134e+00,4.050537444571160606e+00,1.715997638712904783e+00,7.408596061219673290e-01,4.130848414842496652e+00
4.632926392150761297e-01,9.363173790729291568e+00,6.180202446870786126e+00,4.036799049661595085e+00,1.723581795405392914e+00,8.200554810141722495e-01,3.976133347432606602e+00
3.983405285971656218e-01,9.375039420304544180e+00,5.844593309638725920e+00,4.110184852902404984e+00,1.833616081626686434e+00,8.481147555630813573e-01,3.946136080476609465e+00
4.912675186191315380e-01,9.422152189678175915e+00,5.860154576987839370e+00,3.967605737324499948e+00,1.636075087025624653e+00,8.092279819415051367e-01,4.065381332182030683e+00
4.966502578435275650e-01,9.497071468980553988e+00,6.404358243301179421e+00,4.218072128618326033e+00,1.614958742298838512e+00,7.875158099064076822e-01,3.995044964490590100e+00
5.091286490555875233e-01,9.440943846118321048e+00,6.978560507169621729e+00,4.457872073166416982e+00,1.665530741858001429e+00,8.309311702440169700e-01,3.935227434632748267e+00
4.771041564773401134e-01,9.474098968914670849e+00,6.378067849774408771e+00,4.566442862306805850e+00,1.662987931956103838e+00,8.668266918834219847e-01,4.084450549219300619e+00
3.629726123879627453e-01,9.447347764363218658e+00,5.951862970163775302e+00,4.593532567643655362e+00,1.652236675950290667e+00,9.491819332418677257e-01,4.006514764385208593e+00
3.942587945345198408e-01,9.460394140752709902e+00,6.259325026263585556e+00,4.543950038533884239e+00,1.507147629808448741e+00,1.032969215623829928e+00,3.707828416093387425e+00
3.468634973385049114e-01,9.539122516888689063e+00,6.740915060926162994e+00,4.336503423984701122e+00,1.614133621698053744e+00,1.062508975870671390e+00,3.721517720966735610e+00
3.852991194347845649e-01,9.514495726731974301e+00,7.033837212268142736e+00,4.381687946551295454e+00,1.706076659779737437e+00,1.135312546159586322e+00,3.692190618343764719e+00
4.182948770101799219e-01,9.606953583023168264e+00,7.372321465928193263e+00,4.616114354636141393e+00,1.705263334359427896e+00,1.184521630388432278e+00,3.657324191256512425e+00
3.946468567461804966e-01,9.587579329563117980e+00,7.174463340488554053e+00,4.588036948587208563e+00,1.812579975603921145e+00,1.278885818904997862e+00,3.732098755704359228e+00
4.205888397790753519e-01,9.578211538814354498e+00,6.743494859998215851e+00,4.467121260815949846e+00,1.814952751648582829e+00,1.316971037141240419e+00,3.763207994744281581e+00
3.906281413982876094e-01,9.582606841770054729e+00,6.278653704001299296e+00,4.137763230334623898e+00,1.864723905241695290e+00,1.338113351992271882e+00,3.795069053540881754e+00
3.704334582781364515e-01,9.596946218989948818e+00,6.804856691721767881e+00,3.751860547103899712e+00,1.872017583580833699e+00,1.364054378813757351e+00,4.111410539401581410e+00
3.314659981022365365e-01,9.526739912949469868e+00,6.960042772025448521e+00,4.046614709241281638e+00,1.740426099561202644e+00,1.320268115486770366e+00,4.093856377508245714e+00
2.855417652429783071e-01,9.569830712282293206e+00,7.034408218216476882e+00,4.176345109511315101e+00,1.706935052624041660e+00,1.317024877692778206e+00,4.126799793396815019e+00
2.883814042476195438e-01,9.634669307922287373e+00,6.659850972805405611e+00,4.382768193827055292e+00,1.593335611939887375e+00,1.342494835240880757e+00,4.207485992457715263e+00
3.255341315535141833e-01,9.740967129451515660e+00,6.635000912819153385e+00,4.254575381114732657e+00,1.637858977171151809e+00,1.372312352157125215e+00,3.981231131298222259e+00
3.309006960642266737e-01,9.748128000638461188e+00,6.374489658464309372e+00,4.547813130179140018e+00,1.591814523377143242e+00,1.377878645937661073e+00,4.334841052032422759e+00
3.143730072004901066e-01,9.772177172765218245e+00,6.393753297666772362e+00,4.679337956472947369e+00,1.538104218630067077e+00,1.366480504104673255e+00,4.342619512870853349e+00
2.802415708454660259e-01,9.768664986540109396e+00,6.788469175307065839e+00,4.678142390837623843e+00,1.552166061967948929e+00,1.360185995117510815e+00,4.320592917437902969e+00
2.204985196363919986e-01,9.798391937497122228e+00,6.767456865308430380e+00,4.543542321268069450e+00,1.554169737093491932e+00,1.419993648586747703e+00,4.304447953615312628e+00
2.151938333956772142e-01,9.836986346328828290e+00,6.527022519498771658e+00,4.627813595653015533e+00,1.556782864654825405e+00,1.487761569976741916e+00,4.223744726887943557e+00
1.486970562890511105e-01,9.814354676525365306e+00,6.805884307681511203e+00,4.457095439834386497e+00,1.665518751687368182e+00,1.536768561838099956e+00,4.242489219098809272e+00
1.202456587203386967e-01,9.795984529715450861e+00,6.839833204082696128e+00,4.536300445354568112e+00,1.586822112674029173e+00,1.636943404488611087e+00,4.077366398617694898e+00
6.857057823311249467e-02,9.715367473291745881e+00,6.376131670859184197e+00,4.398438036047939370e+00,1.601514036114724204e+00,1.627267288412288515e+00,3.951323193092913133e+00
7.459422398635881524e-02,9.613852259938722611e+00,6.120630686927581721e+00,4.192096946951153313e+00,1.511034673161510522e+00,1.714411924601681791e+00,3.960819878400008598e+00
5.725388389957297014e-02,9.517852115933768786e+00,6.759066673613640219e+00,4.227069236920413253e+00,1.544139398671101615e+00,1.735684576905739185e+00,4.075927238266158881e+00
0.000000000000000000e+00,9.365520530446834968e+00,6.969210053282063555e+00,4.304076539768351140e+00,1.612151787064605157e+00,1.677277213783408216e+00,4.042707354902647765e+00
5.092045033899512442e-03,9.385445326923932186e+00,6.963049671600409773e+00,4.463013912053488852e+00,1.442110577973614527e+00,1.697892219226824428e+00,4.152104104786965344e+00
7.963049606284514081e-02,9.332267592390675048e+00,7.258513338217529309e+00,4.551340664231738664e+00,1.522191641263770157e+00,1.655615780864860609e+00,4.449544647659800845e+00
6.520338373448608671e-02,9.237792880766575010e+00,6.938963605289107939e+00,4.527955705249673279e+00,1.514495755134478427e+00,1.705170622409980519e+00,4.348240958941557821e+00
9.674800846685058242e-02,9.151267596931550230e+00,6.768960178715566656e+00,4.442401625111929597e+00,1.602817215678706830e+00,1.732810963287027217e+00,4.458490828680560902e+00
7.085576517042664613e-02,9.145964180950645783e+00,6.862576402990533175e+00,4.460372284361520556e+00,1.578170218656893109e+00,1.817068571960344769e+00,4.387429563574515079e+00
3.864350891201825955e-02,9.078831420780765882e+00,7.384640653330957427e+00,4.454418931211201027e+00,1.584864886536482054e+00,1.860672634100261069e+00,4.351252828814882179e+00
1.323274479043646222e-02,9.113076935747036700e+00,7.154513606656388802e+00,4.313905596178738477e+00,1.578874117724952120e+00,1.895407384798716510e+00,4.446999320771245934e+00
1.301294552028770327e-02,9.053924684691040170e+00,7.196858487873718957e+00,4.154631016886527917e+00,1.594833338371887788e+00,2.003131083326448181e+00,4.424785927274067276e+00
3.811597278286195378e-02,9.055318372223243983e+00,7.338524595872820910e+00,4.391805566812766237e+00,1.393764279386070504e+00,2.003330734439637606e+00,4.507229166951366217e+00
8.262212434631778513e-02,9.066937310247972448e+00,6.701563877485440912e+00,4.329382581917705863e+00,1.304820268228100044e+00,2.081557480411829530e+00,4.581161238391718626e+00
1.236687996151976526e-01,8.948844538298789786e+00,7.038236384246289390e+00,4.275840996189086418e+00,1.335458875125347111e+00,2.086210461921896631e+00,4.341753302872768394e+00
1.919123450905352857e-01,8.860166391190668733e+00,6.783206395784188381e+00,4.355938049392279687e+00,1.305727749353906342e+00,2.072990969906122860e+00,4.400351957786326373e+00
2.175515128080535432e-01,8.923522757099133784e+00,6.951064508261744379e+00,4.175269578648724611e+00,1.184858218910137762e+00,2.063314829164514919e+00,4.776224067116095817e+00
2.522955500717887212e-01,8.854323967432836895e+00,6.108948268985630925e+00,4.322391786823266635e+00,1.231080032549745518e+00,2.098694425346555814e+00,4.707625435308427697e+00
2.246209087669362725e-01,8.834737726447499995e+00,6.862631675207888193e+00,4.300925527128901749e+00,1.283672947776498319e+00,2.044811302289784471e+00,4.407510953136720921e+00
2.230473917189797484e-01,8.723600151999024277e+00,6.805808064907865607e+00,4.255025156335694447e+00,1.283151470260910143e+00,2.163410476966620255e+00,4.112652825463133155e+00
2.198760943501179010e-01,8.651025157145594946e+00,6.581244968844108811e+00,4.395161710517131226e+00,1.529224801090574015e+00,2.119995627310583330e+00,4.057776494225631581e+00
2.132146238297343011e-01,8.690594966032991309e+00,7.168859644072473891e+00,4.446943391179217997e+00,1.466836618656609526e+00,2.154571664973116807e+00,4.023489733752724007e+00
2.253466905518128893e-01,8.628864106454704697e+00,6.973020384890626033e+00,4.910523553211611159e+00,1.465813178784970638e+00,2.186338472910556163e+00,4.241475313249087442e+00
2.902661214462485262e-01,8.633848510753056260e+00,6.984339522758606478e+00,4.796303070661902090e+00,1.561772325166804531e+00,2.188326768421596125e+00,4.225275259371622738e+00
2.422372007248411729e-01,8.535235190525078508e+00,7.713230891653152455e+00,4.912877721308763768e+00,1.610434728466201282e+00,2.293596242147079245e+00,4.440710538628704462e+00
2.431424136063810582e-01,8.386206156567833858e+00,8.079633469438253002e+00,4.988240930878650836e+00,1.571547092253245959e+00,2.389797524997021139e+00,4.533274687721895901e+00
2.398875626325349952e-01,8.271607604534924718e+00,8.390530956199972579e+00,4.884569218715827610e+00,1.505029199848345600e+00,2.409869766990860640e+00,4.622745948125374760e+00
2.999488620334644917e-01,8.185685089966387551e+00,7.935577759114464058e+00,5.081787463782633907e+00,1.437258994874175633e+00,2.480829911502446361e+00,4.794297271089597245e+00
3.340127762974913761e-01,8.075748504294157470e+00,7.846706133537686867e+00,5.033626820257858014e+00,1.441087247818428452e+00,2.527633683725281522e+00,5.055136667040978971e+00
3.264301105343431209e-01,7.964907154493713115e+00,7.655078364965296700e+00,4.725496602118183453e+00,1.320257419207053307e+00,2.519273037371596136e+00,4.967957981890990027e+00
3.519074997313768050e-01,7.897064224059686666e+00,7.335590609703272591e+00,4.771598418179064716e+00,1.411461878611926402e+00,2.553886716415319391e+00,4.910905573694978266e+00
3.548231636049594684e-01,7.827892872383198863e+00,7.581194419304605248e+00,4.879530217890525989e+00,1.451126271037669113e+00,2.583864276746252298e+00,4.781149604481996107e+00
3.565686285919561493e-01,7.804203655793175542e+00,7.511302096244389048e+00,4.627809527455780447e+00,1.408435478207506142e+00,2.588894499375675728e+00,4.512770636657225332e+00
3.696361651084125732e-01,7.832631464672542343e+00,7.451630286549746351e+00,4.365315755122837871e+00,1.413539062236457644e+00,2.665790334948885842e+00,4.820443701209363496e+00
3.787067093152186037e-01,7.698956377055740319e+00,6.949128658332091923e+00,4.768668319066508232e+00,1.242973642836175507e+00,2.734437818757076144e+00,4.818583536013527180e+00
4.751597477371569123e-01,7.541411191922616553e+00,6.955320718130285407e+00,4.410122463647892843e+00,1.384655374051365628e+00,2.797408991856534133e+00,5.084039908662669305e+00
4.625908257046295047e-01,7.534618558849153658e+00,7.302117829450065045e+00,4.739458901212466380e+00,1.414110753136742282e+00,2.834907654117159836e+00,5.332294108842598135e+00
3.659273604760120424e-01,7.511110723368888742e+00,7.049137847491221187e+00,4.844349098376707019e+00,1.361760665030663509e+00,2.822119556225473058e+00,5.298214462988691587e+00
3.843256059074929842e-01,7.512383486751632589e+00,7.571436262998860300e+00,4.816849346575095225e+00,1.348538781427348621e+00,2.845487285159827628e+00,5.327210385550763760e+00
3.637141437194132965e-01,7.442281982796538742e+00,7.400074607342022937e+00,4.659660946941043491e+00,1.352741344199340556e+00,2.897612557165938352e+00,5.266720618346605320e+00
3.536035082535878837e-01,7.515882582678941937e+00,7.714547095287411338e+00,4.563165352960824706e+00,1.292839912356917420e+00,2.881405894071741969e+00,5.117976519730294882e+00
